 	Area	XM	YM	Circ.	AR	Round	Solidity
51	12	355.417	26.417	0.967	1.939	0.516	0.889
52	6	474.500	26.000	1.000	1.500	0.667	1.000
53	4	684.000	26.000	1.000	1.000	1.000	1.000
54	1	30.500	26.500	1.000	1.000	1.000	1.000
55	10	69.000	27.700	1.000	1.384	0.723	0.909
56	8	97.625	27.625	1.000	1.229	0.814	0.941
57	9	153.944	27.611	1.000	1.817	0.550	0.857
58	4	19.000	29.000	1.000	1.000	1.000	1.000
59	6	630.000	29.500	1.000	1.500	0.667	1.000
60	3	1010.500	30.500	0.809	3.000	0.333	1.000
61	6	44.000	32.500	1.000	1.500	0.667	1.000
62	6	224.667	31.833	0.916	2.237	0.447	0.857
63	1	262.500	31.500	1.000	1.000	1.000	1.000
64	1	700.500	31.500	1.000	1.000	1.000	1.000
65	11	938.409	33.955	0.509	3.558	0.281	0.710
66	10	209.000	33.500	1.000	1.551	0.645	0.909
67	4	297.000	33.000	1.000	1.000	1.000	1.000
68	1	421.500	32.500	1.000	1.000	1.000	1.000
69	6	536.500	33.000	1.000	1.500	0.667	1.000
70	4	287.000	34.000	1.000	1.000	1.000	1.000
71	6	579.000	34.500	1.000	1.500	0.667	1.000
72	13	646.500	34.346	1.000	1.622	0.617	0.929
73	10	660.700	35.200	1.000	1.559	0.641	0.909
74	8	921.000	35.000	1.000	2.000	0.500	1.000
75	1	480.500	34.500	1.000	1.000	1.000	1.000
76	6	488.000	35.500	1.000	1.500	0.667	1.000
77	6	501.500	35.333	1.000	1.809	0.553	0.800
78	1	79.500	35.500	1.000	1.000	1.000	1.000
79	4	144.000	36.000	1.000	1.000	1.000	1.000
80	2	184.000	35.500	1.000	2.000	0.500	1.000
81	8	275.000	36.000	1.000	2.000	0.500	1.000
82	4	350.000	36.000	1.000	1.000	1.000	1.000
83	10	684.500	36.000	0.925	2.500	0.400	1.000
84	1	755.500	35.500	1.000	1.000	1.000	1.000
85	6	29.500	37.000	1.000	1.500	0.667	1.000
86	1	309.500	36.500	1.000	1.000	1.000	1.000
87	4	386.000	37.000	1.000	1.000	1.000	1.000
88	6	946.500	37.000	1.000	1.500	0.667	1.000
89	4	635.000	38.000	1.000	1.000	1.000	1.000
90	8	735.625	38.625	1.000	1.229	0.814	0.941
91	4	320.000	39.000	1.000	1.000	1.000	1.000
92	4	404.000	39.000	1.000	1.000	1.000	1.000
93	1	439.500	38.500	1.000	1.000	1.000	1.000
94	8	356.375	40.625	1.000	1.229	0.814	0.941
95	1	912.500	39.500	1.000	1.000	1.000	1.000
96	6	99.500	41.000	1.000	1.500	0.667	1.000
97	8	228.625	41.625	1.000	1.229	0.814	0.941
98	4	260.000	41.000	1.000	1.000	1.000	1.000
99	4	1009.000	41.000	1.000	1.000	1.000	1.000
100	4	724.000	42.000	1.000	1.000	1.000	1.000
101	4	999.000	42.000	1.000	1.000	1.000	1.000
102	1	61.500	42.500	1.000	1.000	1.000	1.000
103	8	476.625	43.375	1.000	1.229	0.814	0.941
104	6	77.500	44.000	1.000	1.500	0.667	1.000
105	5	705.100	44.300	1.000	1.553	0.644	0.909
106	1	713.500	43.500	1.000	1.000	1.000	1.000
107	4	12.000	45.000	1.000	1.000	1.000	1.000
108	8	346.375	45.625	1.000	1.229	0.814	0.941
109	4	387.000	45.000	1.000	1.000	1.000	1.000
110	10	757.000	45.300	1.000	1.327	0.753	0.909
111	4	884.000	45.000	1.000	1.000	1.000	1.000
112	11	245.591	46.864	1.000	1.372	0.729	0.957
113	19	307.237	47.658	1.000	1.336	0.749	0.884
114	13	316.115	47.115	1.000	1.159	0.863	0.897
115	13	738.115	46.885	1.000	1.159	0.863	0.897
116	4	598.000	47.000	1.000	1.000	1.000	1.000
117	6	992.000	47.500	1.000	1.500	0.667	1.000
118	8	919.625	48.625	1.000	1.229	0.814	0.941
119	4	88.000	49.000	1.000	1.000	1.000	1.000
120	1	867.500	48.500	1.000	1.000	1.000	1.000
121	10	98.700	51.000	1.000	1.327	0.753	0.909
122	11	282.773	50.500	0.887	1.714	0.583	0.846
123	4	514.000	50.000	1.000	1.000	1.000	1.000
124	14	563.786	51.000	1.000	1.020	0.981	0.933
125	4	626.000	50.000	1.000	1.000	1.000	1.000
126	1	668.500	49.500	1.000	1.000	1.000	1.000
127	1	31.500	50.500	1.000	1.000	1.000	1.000
128	4	409.000	51.000	1.000	1.000	1.000	1.000
129	9	501.500	51.500	1.000	1.000	1.000	1.000
130	11	194.864	52.409	1.000	1.372	0.729	0.957
131	12	486.000	52.000	0.809	3.000	0.333	1.000
132	4	959.000	52.000	1.000	1.000	1.000	1.000
133	4	967.000	52.000	1.000	1.000	1.000	1.000
134	9	220.611	53.944	1.000	1.817	0.550	0.857
135	7	296.500	53.500	1.000	1.596	0.626	0.875
136	9	387.389	54.056	1.000	1.817	0.550	0.857
137	4	650.000	53.000	1.000	1.000	1.000	1.000
138	1	203.500	53.500	1.000	1.000	1.000	1.000
139	13	414.346	55.500	1.000	1.622	0.617	0.929
140	1	590.500	53.500	1.000	1.000	1.000	1.000
141	2	723.500	54.000	1.000	2.000	0.500	1.000
142	4	785.000	54.000	1.000	1.000	1.000	1.000
143	5	894.100	54.700	1.000	1.553	0.644	0.909
144	4	128.000	55.000	1.000	1.000	1.000	1.000
145	20	775.350	56.750	1.000	1.461	0.684	0.909
146	4	855.000	55.000	1.000	1.000	1.000	1.000
147	6	571.500	56.000	1.000	1.500	0.667	1.000
148	4	704.000	56.000	1.000	1.000	1.000	1.000
149	10	107.500	58.000	1.000	1.551	0.645	0.909
150	8	137.625	57.625	1.000	1.229	0.814	0.941
151	13	714.500	58.500	1.000	1.735	0.576	0.929
152	4	725.000	57.000	1.000	1.000	1.000	1.000
153	5	844.100	57.300	1.000	1.553	0.644	0.909
154	3	334.500	57.500	0.967	3.000	0.333	1.000
155	6	79.500	59.000	1.000	1.500	0.667	1.000
156	1	750.500	58.500	1.000	1.000	1.000	1.000
157	4	885.000	59.000	1.000	1.000	1.000	1.000
158	13	56.038	60.885	1.000	1.450	0.690	0.897
159	6	157.500	60.000	1.000	1.500	0.667	1.000
160	5	184.700	60.100	1.000	1.553	0.644	0.909
161	6	281.500	60.000	1.000	1.500	0.667	1.000
162	4	251.000	61.000	1.000	1.000	1.000	1.000
163	4	275.000	61.000	1.000	1.000	1.000	1.000
164	4	306.000	61.000	1.000	1.000	1.000	1.000
165	12	664.000	62.000	1.000	1.000	1.000	0.857
166	4	398.000	62.000	1.000	1.000	1.000	1.000
167	4	581.000	62.000	1.000	1.000	1.000	1.000
168	8	759.625	62.625	1.000	1.229	0.814	0.941
169	8	408.250	64.375	0.914	1.939	0.516	0.842
170	4	436.000	64.000	1.000	1.000	1.000	1.000
171	1	227.500	64.500	1.000	1.000	1.000	1.000
172	10	323.000	65.500	1.000	1.551	0.645	0.909
173	11	940.409	65.864	1.000	1.372	0.729	0.957
174	9	449.611	66.722	1.000	1.539	0.650	0.900
175	4	722.000	66.000	1.000	1.000	1.000	1.000
176	4	145.000	67.000	1.000	1.000	1.000	1.000
177	1	997.500	66.500	1.000	1.000	1.000	1.000
178	9	69.944	68.611	1.000	1.817	0.550	0.857
179	4	417.000	68.000	1.000	1.000	1.000	1.000
180	4	294.000	69.000	1.000	1.000	1.000	1.000
181	6	563.000	69.500	1.000	1.500	0.667	1.000
182	7	624.500	69.500	1.000	1.596	0.626	0.875
183	6	755.000	69.500	1.000	1.500	0.667	1.000
184	12	821.500	70.000	1.000	1.333	0.750	1.000
185	1	170.500	69.500	1.000	1.000	1.000	1.000
186	8	187.000	70.000	1.000	2.000	0.500	1.000
187	9	217.500	70.500	1.000	1.000	1.000	1.000
188	14	277.857	70.786	1.000	1.239	0.807	0.933
189	4	536.000	70.000	1.000	1.000	1.000	1.000
190	4	861.000	70.000	1.000	1.000	1.000	1.000
191	14	38.643	71.429	1.000	1.662	0.602	0.966
192	6	307.500	71.000	1.000	1.500	0.667	1.000
193	4	707.000	71.000	1.000	1.000	1.000	1.000
194	2	201.000	71.500	1.000	2.000	0.500	1.000
195	4	516.000	72.000	1.000	1.000	1.000	1.000
196	12	914.750	73.583	0.967	1.756	0.570	0.889
197	6	1012.000	72.500	1.000	1.500	0.667	1.000
198	4	24.000	73.000	1.000	1.000	1.000	1.000
199	9	57.500	73.500	1.000	1.000	1.000	1.000
200	4	764.000	73.000	1.000	1.000	1.000	1.000
201	6	267.500	74.000	1.000	1.500	0.667	1.000
202	1	324.500	73.500	1.000	1.000	1.000	1.000
203	1	898.500	73.500	1.000	1.000	1.000	1.000
204	17	377.324	75.735	0.713	2.523	0.396	0.773
205	6	824.000	77.500	1.000	1.500	0.667	1.000
206	8	850.375	77.625	1.000	1.229	0.814	0.941
207	6	963.000	77.500	1.000	1.500	0.667	1.000
208	1	66.500	77.500	1.000	1.000	1.000	1.000
209	6	109.500	78.000	1.000	1.500	0.667	1.000
210	9	170.056	78.389	1.000	1.817	0.550	0.857
211	8	208.375	78.625	1.000	1.229	0.814	0.941
212	6	224.500	78.000	1.000	1.500	0.667	1.000
213	1	330.500	77.500	1.000	1.000	1.000	1.000
214	4	528.000	78.000	1.000	1.000	1.000	1.000
215	9	971.500	78.500	1.000	1.000	1.000	1.000
216	6	193.000	79.500	1.000	1.500	0.667	1.000
217	10	623.000	79.300	1.000	1.327	0.753	0.909
218	11	866.864	79.409	1.000	1.372	0.729	0.957
219	4	883.000	79.000	1.000	1.000	1.000	1.000
220	1	184.500	79.500	1.000	1.000	1.000	1.000
221	6	436.500	80.000	1.000	1.500	0.667	1.000
222	1	454.500	79.500	1.000	1.000	1.000	1.000
223	4	476.000	80.000	1.000	1.000	1.000	1.000
224	8	930.625	80.625	1.000	1.229	0.814	0.941
225	4	946.000	80.000	1.000	1.000	1.000	1.000
226	4	54.000	83.000	1.000	1.000	1.000	1.000
227	4	137.000	83.000	1.000	1.000	1.000	1.000
228	10	296.500	84.000	1.000	1.551	0.645	0.909
229	6	368.000	84.500	1.000	1.500	0.667	1.000
230	8	350.625	85.625	1.000	1.229	0.814	0.941
231	4	379.000	85.000	1.000	1.000	1.000	1.000
232	14	393.000	85.786	1.000	1.020	0.981	0.933
233	10	561.000	85.500	1.000	1.551	0.645	0.909
234	8	891.625	85.625	1.000	1.229	0.814	0.941
235	4	914.000	85.000	1.000	1.000	1.000	1.000
236	8	267.625	86.375	1.000	1.229	0.814	0.941
237	1	227.500	86.500	1.000	1.000	1.000	1.000
238	8	598.625	87.375	1.000	1.229	0.814	0.941
239	4	68.000	89.000	1.000	1.000	1.000	1.000
240	4	210.000	89.000	1.000	1.000	1.000	1.000
241	17	481.206	90.206	1.000	1.389	0.720	0.944
242	14	493.571	90.357	1.000	1.662	0.602	0.966
243	1	757.500	88.500	1.000	1.000	1.000	1.000
244	11	868.136	90.409	1.000	1.372	0.729	0.957
245	4	329.000	91.000	1.000	1.000	1.000	1.000
246	15	625.900	91.633	0.898	1.607	0.622	0.882
247	4	711.000	91.000	1.000	1.000	1.000	1.000
248	6	436.500	92.000	1.000	1.500	0.667	1.000
249	9	470.944	92.611	1.000	1.817	0.550	0.857
250	2	587.000	91.500	1.000	2.000	0.500	1.000
251	8	367.625	93.625	1.000	1.229	0.814	0.941
252	2	508.500	93.000	1.000	2.000	0.500	1.000
253	1	815.500	92.500	1.000	1.000	1.000	1.000
254	10	927.000	94.500	0.925	2.500	0.400	1.000
255	1	977.500	92.500	1.000	1.000	1.000	1.000
256	4	220.000	94.000	1.000	1.000	1.000	1.000
257	1	289.500	93.500	1.000	1.000	1.000	1.000
258	4	553.000	94.000	1.000	1.000	1.000	1.000
259	8	916.250	94.500	0.710	2.982	0.335	0.727
260	4	786.000	95.000	1.000	1.000	1.000	1.000
261	8	157.375	96.375	1.000	1.229	0.814	0.941
262	1	387.500	95.500	1.000	1.000	1.000	1.000
263	8	857.000	96.000	1.000	2.000	0.500	1.000
264	6	33.500	97.000	1.000	1.500	0.667	1.000
265	8	201.625	97.750	0.914	1.939	0.516	0.842
266	13	721.962	97.885	1.000	1.450	0.690	0.897
267	8	767.625	97.625	1.000	1.229	0.814	0.941
268	4	967.000	97.000	1.000	1.000	1.000	1.000
269	13	959.731	99.115	1.000	1.093	0.915	0.897
270	1	130.500	98.500	1.000	1.000	1.000	1.000
271	1	537.500	98.500	1.000	1.000	1.000	1.000
272	1	830.500	98.500	1.000	1.000	1.000	1.000
273	1	872.500	98.500	1.000	1.000	1.000	1.000
274	1	264.500	99.500	1.000	1.000	1.000	1.000
275	11	634.409	100.864	1.000	1.372	0.729	0.957
276	1	907.500	99.500	1.000	1.000	1.000	1.000
277	4	256.000	101.000	1.000	1.000	1.000	1.000
278	10	607.000	101.300	1.000	1.327	0.753	0.909
279	6	712.000	102.500	1.000	1.500	0.667	1.000
280	4	733.000	102.000	1.000	1.000	1.000	1.000
281	4	797.000	102.000	1.000	1.000	1.000	1.000
282	9	57.056	103.389	1.000	1.817	0.550	0.857
283	4	180.000	103.000	1.000	1.000	1.000	1.000
284	9	370.500	103.500	1.000	1.000	1.000	1.000
285	1	815.500	102.500	1.000	1.000	1.000	1.000
286	1	976.500	102.500	1.000	1.000	1.000	1.000
287	4	985.000	103.000	1.000	1.000	1.000	1.000
288	4	139.000	104.000	1.000	1.000	1.000	1.000
289	10	294.700	105.000	1.000	1.327	0.753	0.909
290	7	478.214	104.500	1.000	1.069	0.936	0.875
291	4	516.000	104.000	1.000	1.000	1.000	1.000
292	1	623.500	103.500	1.000	1.000	1.000	1.000
293	3	693.167	104.167	1.000	1.464	0.683	0.857
294	1	781.500	103.500	1.000	1.000	1.000	1.000
295	8	933.625	104.625	1.000	1.229	0.814	0.941
296	4	1013.000	105.000	1.000	1.000	1.000	1.000
297	1	744.500	105.500	1.000	1.000	1.000	1.000
298	8	806.375	106.375	1.000	1.229	0.814	0.941
299	4	317.000	107.000	1.000	1.000	1.000	1.000
300	1	325.500	106.500	1.000	1.000	1.000	1.000
301	4	406.000	107.000	1.000	1.000	1.000	1.000
302	4	726.000	107.000	1.000	1.000	1.000	1.000
303	18	860.056	110.611	0.498	4.269	0.234	0.720
304	13	101.731	109.269	1.000	1.370	0.730	0.929
305	22	148.318	109.909	0.988	1.582	0.632	0.880
306	6	926.000	108.500	1.000	1.500	0.667	1.000
307	18	46.111	110.611	0.645	2.840	0.352	0.720
308	4	167.000	109.000	1.000	1.000	1.000	1.000
309	1	618.500	108.500	1.000	1.000	1.000	1.000
310	5	68.700	110.900	1.000	1.553	0.644	0.909
311	2	272.000	110.500	1.000	2.000	0.500	1.000
312	6	381.500	111.000	1.000	1.500	0.667	1.000
313	4	93.000	112.000	1.000	1.000	1.000	1.000
314	8	309.375	112.625	1.000	1.229	0.814	0.941
315	8	372.375	112.375	1.000	1.229	0.814	0.941
316	11	529.045	112.500	0.809	1.597	0.626	0.846
317	4	719.000	112.000	1.000	1.000	1.000	1.000
318	11	977.409	113.136	1.000	1.372	0.729	0.957
319	1	584.500	112.500	1.000	1.000	1.000	1.000
320	6	436.500	114.000	1.000	1.500	0.667	1.000
321	10	477.300	115.000	1.000	1.327	0.753	0.909
322	4	512.000	114.000	1.000	1.000	1.000	1.000
323	8	901.000	115.000	1.000	2.000	0.500	1.000
324	4	987.000	114.000	1.000	1.000	1.000	1.000
325	1	167.500	114.500	1.000	1.000	1.000	1.000
326	5	409.700	115.100	1.000	1.553	0.644	0.909
327	9	818.500	115.500	1.000	1.000	1.000	1.000
328	4	827.000	115.000	1.000	1.000	1.000	1.000
329	4	177.000	116.000	1.000	1.000	1.000	1.000
330	6	740.500	116.000	1.000	1.500	0.667	1.000
331	7	871.500	116.500	1.000	1.596	0.626	0.875
332	6	935.000	116.500	1.000	1.500	0.667	1.000
333	1	54.500	116.500	1.000	1.000	1.000	1.000
334	2	446.500	117.000	1.000	2.000	0.500	1.000
335	4	808.000	117.000	1.000	1.000	1.000	1.000
336	10	952.500	118.000	1.000	1.551	0.645	0.909
337	6	158.000	118.500	1.000	1.500	0.667	1.000
338	8	391.000	118.000	1.000	2.000	0.500	1.000
339	4	613.000	118.000	1.000	1.000	1.000	1.000
340	12	770.833	118.833	1.000	1.651	0.606	0.889
341	9	925.500	118.500	1.000	1.000	1.000	1.000
342	4	283.000	119.000	1.000	1.000	1.000	1.000
343	1	689.500	118.500	1.000	1.000	1.000	1.000
344	3	943.500	119.500	0.809	3.000	0.333	1.000
345	4	102.000	120.000	1.000	1.000	1.000	1.000
346	4	909.000	120.000	1.000	1.000	1.000	1.000
347	4	364.000	121.000	1.000	1.000	1.000	1.000
348	6	18.000	122.500	1.000	1.500	0.667	1.000
349	6	111.500	122.000	1.000	1.500	0.667	1.000
350	7	861.500	122.500	1.000	1.596	0.626	0.875
351	1	892.500	122.500	1.000	1.000	1.000	1.000
352	9	1012.500	123.500	1.000	1.000	1.000	1.000
353	4	760.000	124.000	1.000	1.000	1.000	1.000
354	11	1001.591	124.864	1.000	1.372	0.729	0.957
355	6	94.500	125.000	1.000	1.500	0.667	1.000
356	4	130.000	125.000	1.000	1.000	1.000	1.000
357	4	450.000	125.000	1.000	1.000	1.000	1.000
358	8	459.625	125.375	1.000	1.229	0.814	0.941
359	6	390.500	126.000	1.000	1.500	0.667	1.000
360	12	523.500	127.000	1.000	1.333	0.750	1.000
361	4	158.000	127.000	1.000	1.000	1.000	1.000
362	1	259.500	126.500	1.000	1.000	1.000	1.000
363	1	640.500	126.500	1.000	1.000	1.000	1.000
364	4	686.000	127.000	1.000	1.000	1.000	1.000
365	5	168.300	127.900	1.000	1.553	0.644	0.909
366	13	345.500	130.500	1.000	1.735	0.576	0.929
367	4	371.000	129.000	1.000	1.000	1.000	1.000
368	4	535.000	129.000	1.000	1.000	1.000	1.000
369	8	243.625	130.375	1.000	1.229	0.814	0.941
370	1	738.500	129.500	1.000	1.000	1.000	1.000
371	8	24.625	131.375	1.000	1.229	0.814	0.941
372	4	917.000	131.000	1.000	1.000	1.000	1.000
373	6	131.000	132.500	1.000	1.500	0.667	1.000
374	10	439.000	132.500	1.000	1.551	0.645	0.909
375	8	449.375	132.625	1.000	1.229	0.814	0.941
376	4	705.000	132.000	1.000	1.000	1.000	1.000
377	1	796.500	131.500	1.000	1.000	1.000	1.000
378	1	963.500	131.500	1.000	1.000	1.000	1.000
379	4	107.000	133.000	1.000	1.000	1.000	1.000
380	2	414.500	134.000	1.000	2.000	0.500	1.000
381	6	846.000	134.500	1.000	1.500	0.667	1.000
382	1	251.500	134.500	1.000	1.000	1.000	1.000
383	2	993.500	135.000	1.000	2.000	0.500	1.000
384	9	1008.722	135.056	0.832	2.386	0.419	0.947
385	4	459.000	136.000	1.000	1.000	1.000	1.000
386	4	545.000	136.000	1.000	1.000	1.000	1.000
387	1	715.500	135.500	1.000	1.000	1.000	1.000
388	1	540.500	136.500	1.000	1.000	1.000	1.000
389	4	280.000	138.000	1.000	1.000	1.000	1.000
390	6	694.500	138.000	1.000	1.500	0.667	1.000
391	12	169.000	140.000	1.000	1.627	0.615	0.857
392	4	356.000	139.000	1.000	1.000	1.000	1.000
393	6	502.000	139.500	1.000	1.500	0.667	1.000
394	4	936.000	139.000	1.000	1.000	1.000	1.000
395	20	347.250	141.350	0.898	2.057	0.486	0.870
396	1	440.500	139.500	1.000	1.000	1.000	1.000
397	6	725.500	140.000	1.000	1.500	0.667	1.000
398	1	12.500	140.500	1.000	1.000	1.000	1.000
399	18	393.500	142.000	1.000	1.362	0.734	0.947
400	6	449.500	141.000	1.000	1.500	0.667	1.000
401	1	27.500	141.500	1.000	1.000	1.000	1.000
402	4	472.000	142.000	1.000	1.000	1.000	1.000
403	1	36.500	142.500	1.000	1.000	1.000	1.000
404	10	149.000	143.500	1.000	1.551	0.645	0.909
405	7	382.500	143.500	1.000	1.596	0.626	0.875
406	7	667.357	143.071	0.718	2.731	0.366	0.824
407	4	704.000	143.000	1.000	1.000	1.000	1.000
408	7	93.071	144.786	0.943	1.936	0.517	0.933
409	4	112.000	144.000	1.000	1.000	1.000	1.000
410	4	131.000	144.000	1.000	1.000	1.000	1.000
411	1	271.500	143.500	1.000	1.000	1.000	1.000
412	1	290.500	143.500	1.000	1.000	1.000	1.000
413	8	337.000	144.000	1.000	2.000	0.500	1.000
414	1	999.500	143.500	1.000	1.000	1.000	1.000
415	10	1007.000	144.300	1.000	1.327	0.753	0.909
416	11	551.591	145.864	1.000	1.372	0.729	0.957
417	6	122.000	146.500	1.000	1.500	0.667	1.000
418	6	431.500	146.000	1.000	1.500	0.667	1.000
419	6	522.000	146.500	1.000	1.500	0.667	1.000
420	2	734.500	146.000	1.000	2.000	0.500	1.000
421	8	798.375	146.625	1.000	1.229	0.814	0.941
422	4	55.000	147.000	1.000	1.000	1.000	1.000
423	6	366.000	148.500	1.000	1.500	0.667	1.000
424	4	577.000	148.000	1.000	1.000	1.000	1.000
425	8	11.375	149.625	1.000	1.229	0.814	0.941
426	11	102.591	150.136	1.000	1.372	0.729	0.957
427	2	281.000	148.500	1.000	2.000	0.500	1.000
428	4	855.000	149.000	1.000	1.000	1.000	1.000
429	2	187.500	150.000	1.000	2.000	0.500	1.000
430	10	357.000	150.300	1.000	1.327	0.753	0.909
431	7	444.214	149.929	0.943	1.936	0.517	0.933
432	11	64.136	151.409	1.000	1.372	0.729	0.957
433	7	392.500	151.500	1.000	1.596	0.626	0.875
434	12	169.167	153.000	1.000	1.281	0.781	0.857
435	3	384.500	152.500	0.809	3.000	0.333	1.000
436	15	494.700	152.900	0.976	1.486	0.673	0.857
437	10	150.800	153.700	1.000	1.559	0.641	0.909
438	8	245.625	153.375	1.000	1.229	0.814	0.941
439	10	311.500	154.000	1.000	1.551	0.645	0.909
440	13	21.885	155.115	1.000	1.159	0.863	0.897
441	4	47.000	154.000	1.000	1.000	1.000	1.000
442	12	75.000	154.500	1.000	1.333	0.750	1.000
443	6	92.000	154.500	1.000	1.500	0.667	1.000
444	12	113.250	155.583	0.967	1.756	0.570	0.889
445	8	131.375	154.375	1.000	1.229	0.814	0.941
446	2	479.000	153.500	1.000	2.000	0.500	1.000
447	12	637.167	155.000	1.000	1.281	0.781	0.857
448	19	420.342	155.763	0.879	1.700	0.588	0.884
449	4	433.000	156.000	1.000	1.000	1.000	1.000
450	16	178.500	158.000	1.000	1.209	0.827	0.889
451	4	254.000	157.000	1.000	1.000	1.000	1.000
452	8	402.625	157.625	1.000	1.229	0.814	0.941
453	6	547.500	157.000	1.000	1.500	0.667	1.000
454	8	718.375	157.625	1.000	1.229	0.814	0.941
455	6	209.000	158.500	1.000	1.500	0.667	1.000
456	4	609.000	158.000	1.000	1.000	1.000	1.000
457	4	756.000	158.000	1.000	1.000	1.000	1.000
458	4	892.000	157.500	0.740	4.000	0.250	1.000
459	10	104.300	160.000	1.000	1.327	0.753	0.909
460	4	123.000	159.000	1.000	1.000	1.000	1.000
461	2	444.000	158.500	1.000	2.000	0.500	1.000
462	6	532.500	159.000	1.000	1.500	0.667	1.000
463	6	11.000	160.500	1.000	1.500	0.667	1.000
464	9	390.500	160.500	1.000	1.000	1.000	1.000
465	8	510.625	160.625	1.000	1.229	0.814	0.941
466	8	873.000	160.000	1.000	2.000	0.500	1.000
467	8	468.625	161.375	1.000	1.229	0.814	0.941
468	4	85.000	162.000	1.000	1.000	1.000	1.000
469	4	236.000	162.000	1.000	1.000	1.000	1.000
470	13	356.115	163.115	1.000	1.159	0.863	0.897
471	4	375.000	162.000	1.000	1.000	1.000	1.000
472	1	524.500	161.500	1.000	1.000	1.000	1.000
473	8	648.375	162.375	1.000	1.229	0.814	0.941
474	8	65.000	163.000	1.000	2.000	0.500	1.000
475	10	168.300	164.000	1.000	1.327	0.753	0.909
476	8	979.375	163.625	1.000	1.229	0.814	0.941
477	10	1007.500	164.000	1.000	1.551	0.645	0.909
478	12	151.500	165.000	1.000	1.333	0.750	1.000
479	8	196.625	164.375	1.000	1.229	0.814	0.941
480	5	568.900	164.700	1.000	1.553	0.644	0.909
481	1	639.500	163.500	1.000	1.000	1.000	1.000
482	2	681.000	163.500	1.000	2.000	0.500	1.000
483	4	884.000	164.000	1.000	1.000	1.000	1.000
484	1	22.500	164.500	1.000	1.000	1.000	1.000
485	1	44.500	164.500	1.000	1.000	1.000	1.000
486	8	131.375	165.375	1.000	1.229	0.814	0.941
487	8	253.375	165.625	1.000	1.229	0.814	0.941
488	4	365.000	165.000	1.000	1.000	1.000	1.000
489	6	540.000	165.500	1.000	1.500	0.667	1.000
490	1	597.500	164.500	1.000	1.000	1.000	1.000
491	4	708.000	165.000	1.000	1.000	1.000	1.000
492	13	74.885	166.962	1.000	1.450	0.690	0.897
493	12	423.167	166.833	1.000	1.651	0.606	0.889
494	4	493.000	166.000	1.000	1.000	1.000	1.000
495	13	434.500	169.500	1.000	1.735	0.576	0.929
496	8	459.625	168.375	1.000	1.229	0.814	0.941
497	8	141.375	169.375	1.000	1.229	0.814	0.941
