 	Area	XM	YM	Circ.	AR	Round	Solidity
134	14	108.500	48.000	0.718	3.500	0.286	1.000
135	4	146.000	48.000	1.000	1.000	1.000	1.000
136	4	238.000	48.000	1.000	1.000	1.000	1.000
137	4	261.000	48.000	1.000	1.000	1.000	1.000
138	9	434.500	48.500	1.000	1.000	1.000	1.000
139	4	462.000	48.000	1.000	1.000	1.000	1.000
140	1	724.500	47.500	1.000	1.000	1.000	1.000
141	1	795.500	47.500	1.000	1.000	1.000	1.000
142	8	925.625	48.375	1.000	1.229	0.814	0.941
143	2	668.500	49.000	1.000	2.000	0.500	1.000
144	6	803.500	49.000	1.000	1.500	0.667	1.000
145	12	41.000	51.167	1.000	1.281	0.781	0.857
146	8	57.000	50.000	1.000	2.000	0.500	1.000
147	16	371.000	50.500	0.958	2.001	0.500	0.941
148	7	651.500	50.500	1.000	1.596	0.626	0.875
149	8	68.375	51.625	1.000	1.229	0.814	0.941
150	8	249.375	51.375	1.000	1.229	0.814	0.941
151	2	282.500	51.000	1.000	2.000	0.500	1.000
152	6	330.500	51.000	1.000	1.500	0.667	1.000
153	6	524.000	51.500	1.000	1.500	0.667	1.000
154	4	902.000	51.000	1.000	1.000	1.000	1.000
155	2	982.000	50.500	1.000	2.000	0.500	1.000
156	11	78.409	54.136	1.000	1.372	0.729	0.957
157	2	180.500	53.000	1.000	2.000	0.500	1.000
158	4	218.000	53.000	1.000	1.000	1.000	1.000
159	12	307.417	54.583	0.967	1.939	0.516	0.889
160	10	421.500	53.600	0.806	2.510	0.398	0.800
161	4	442.000	53.000	1.000	1.000	1.000	1.000
162	6	474.500	53.000	1.000	1.500	0.667	1.000
163	4	632.000	53.000	1.000	1.000	1.000	1.000
164	21	27.690	54.929	0.880	2.084	0.480	0.857
165	6	640.500	54.000	1.000	1.500	0.667	1.000
166	1	95.500	54.500	1.000	1.000	1.000	1.000
167	8	321.625	56.625	1.000	1.229	0.814	0.941
168	4	405.000	56.000	1.000	1.000	1.000	1.000
169	4	941.000	56.000	1.000	1.000	1.000	1.000
170	11	261.591	58.136	1.000	1.372	0.729	0.957
171	4	485.000	57.000	1.000	1.000	1.000	1.000
172	10	617.500	58.000	1.000	1.551	0.645	0.909
173	12	106.000	58.500	1.000	1.333	0.750	1.000
174	4	739.000	58.000	1.000	1.000	1.000	1.000
175	1	957.500	57.500	1.000	1.000	1.000	1.000
176	4	59.000	59.000	1.000	1.000	1.000	1.000
177	8	126.625	59.375	1.000	1.229	0.814	0.941
178	10	156.000	59.300	1.000	1.327	0.753	0.909
179	12	433.583	59.417	0.967	1.939	0.516	0.889
180	12	463.250	60.417	0.967	1.756	0.570	0.889
181	10	626.900	59.800	0.887	1.854	0.539	0.800
182	6	707.500	59.000	1.000	1.500	0.667	1.000
183	8	795.375	59.375	1.000	1.229	0.814	0.941
184	4	805.000	59.000	1.000	1.000	1.000	1.000
185	10	279.800	60.700	1.000	1.559	0.641	0.909
186	8	360.375	60.375	1.000	1.229	0.814	0.941
187	9	371.500	60.500	1.000	1.000	1.000	1.000
188	4	982.000	60.000	1.000	1.000	1.000	1.000
189	11	168.864	61.591	1.000	1.372	0.729	0.957
190	4	199.000	61.000	1.000	1.000	1.000	1.000
191	6	209.000	61.500	1.000	1.500	0.667	1.000
192	4	220.000	61.000	1.000	1.000	1.000	1.000
193	4	517.000	61.000	1.000	1.000	1.000	1.000
194	6	600.500	61.000	1.000	1.500	0.667	1.000
195	1	774.500	60.500	1.000	1.000	1.000	1.000
196	8	833.625	61.375	1.000	1.229	0.814	0.941
197	6	862.500	61.000	1.000	1.500	0.667	1.000
198	4	916.000	61.000	1.000	1.000	1.000	1.000
199	20	238.000	64.200	0.994	1.546	0.647	0.909
200	12	249.500	64.000	0.719	2.949	0.339	0.800
201	4	814.000	62.000	1.000	1.000	1.000	1.000
202	15	41.100	63.767	0.804	2.384	0.419	0.833
203	4	89.000	63.000	1.000	1.000	1.000	1.000
204	4	513.000	63.000	1.000	1.000	1.000	1.000
205	1	948.500	62.500	1.000	1.000	1.000	1.000
206	7	639.214	64.929	0.943	1.936	0.517	0.933
207	9	747.500	65.500	1.000	1.000	1.000	1.000
208	13	264.500	66.346	1.000	1.622	0.617	0.929
209	4	417.000	66.000	1.000	1.000	1.000	1.000
210	13	501.115	67.115	1.000	1.159	0.863	0.897
211	1	761.500	65.500	1.000	1.000	1.000	1.000
212	8	825.375	66.625	1.000	1.229	0.814	0.941
213	12	47.083	68.083	1.000	1.575	0.635	0.857
214	8	554.375	67.375	1.000	1.229	0.814	0.941
215	4	25.000	68.000	1.000	1.000	1.000	1.000
216	8	68.625	68.625	1.000	1.229	0.814	0.941
217	3	309.500	67.500	0.967	3.000	0.333	1.000
218	6	345.000	69.000	0.916	2.082	0.480	0.857
219	4	528.000	69.000	1.000	1.000	1.000	1.000
220	4	865.000	69.000	1.000	1.000	1.000	1.000
221	4	994.000	69.000	1.000	1.000	1.000	1.000
222	4	378.000	70.000	1.000	1.000	1.000	1.000
223	4	436.000	70.000	1.000	1.000	1.000	1.000
224	12	34.250	72.583	0.967	1.756	0.570	0.889
225	8	118.625	71.625	1.000	1.229	0.814	0.941
226	1	468.500	70.500	1.000	1.000	1.000	1.000
227	6	799.000	71.500	1.000	1.500	0.667	1.000
228	6	891.000	71.500	1.000	1.500	0.667	1.000
229	8	949.375	71.625	1.000	1.229	0.814	0.941
230	4	774.000	72.000	1.000	1.000	1.000	1.000
231	1	874.500	71.500	1.000	1.000	1.000	1.000
232	6	628.500	73.000	1.000	1.500	0.667	1.000
233	1	833.500	72.500	1.000	1.000	1.000	1.000
234	1	842.500	72.500	1.000	1.000	1.000	1.000
235	4	962.000	73.000	1.000	1.000	1.000	1.000
236	1	284.500	73.500	1.000	1.000	1.000	1.000
237	8	78.000	76.000	1.000	2.000	0.500	1.000
238	4	404.000	75.000	1.000	1.000	1.000	1.000
239	4	429.000	75.000	1.000	1.000	1.000	1.000
240	4	721.000	75.000	1.000	1.000	1.000	1.000
241	6	369.500	76.000	1.000	1.500	0.667	1.000
242	8	517.625	76.375	1.000	1.229	0.814	0.941
243	21	42.690	78.548	1.000	1.182	0.846	0.913
244	4	194.500	77.000	1.000	2.031	0.492	0.800
245	11	88.591	79.136	1.000	1.372	0.729	0.957
246	1	683.500	78.500	1.000	1.000	1.000	1.000
247	6	937.000	79.500	1.000	1.500	0.667	1.000
248	10	952.700	80.000	1.000	1.327	0.753	0.909
249	4	584.000	80.000	1.000	1.000	1.000	1.000
250	10	108.500	82.000	1.000	1.551	0.645	0.909
251	4	377.000	81.000	1.000	1.000	1.000	1.000
252	9	469.500	81.500	1.000	1.000	1.000	1.000
253	13	670.500	81.654	1.000	1.622	0.617	0.929
254	6	877.000	81.500	1.000	1.500	0.667	1.000
255	12	28.500	83.000	1.000	1.333	0.750	1.000
256	8	504.375	82.625	1.000	1.229	0.814	0.941
257	1	605.500	81.500	1.000	1.000	1.000	1.000
258	11	413.409	84.136	1.000	1.372	0.729	0.957
259	8	509.375	83.375	1.000	1.229	0.814	0.941
260	8	626.625	83.625	1.000	1.229	0.814	0.941
261	8	927.625	83.375	1.000	1.229	0.814	0.941
262	11	182.591	84.864	1.000	1.372	0.729	0.957
263	4	803.000	84.000	1.000	1.000	1.000	1.000
264	14	98.000	87.214	1.000	1.125	0.889	0.933
265	1	201.500	85.500	1.000	1.000	1.000	1.000
266	16	367.000	87.500	1.000	1.209	0.827	0.889
267	8	429.625	86.375	1.000	1.229	0.814	0.941
268	4	460.000	86.000	1.000	1.000	1.000	1.000
269	4	547.000	86.000	1.000	1.000	1.000	1.000
270	1	611.500	85.500	1.000	1.000	1.000	1.000
271	2	747.500	86.000	1.000	2.000	0.500	1.000
272	4	919.000	86.000	1.000	1.000	1.000	1.000
273	1	767.500	86.500	1.000	1.000	1.000	1.000
274	13	896.115	87.885	1.000	1.159	0.863	0.897
275	6	960.000	87.500	1.000	1.500	0.667	1.000
276	2	35.500	88.000	1.000	2.000	0.500	1.000
277	2	590.500	88.000	1.000	2.000	0.500	1.000
278	9	130.500	90.500	1.000	1.000	1.000	1.000
279	1	255.500	89.500	1.000	1.000	1.000	1.000
280	1	531.500	89.500	1.000	1.000	1.000	1.000
281	4	634.000	91.000	1.000	1.000	1.000	1.000
282	12	606.500	93.000	1.000	1.333	0.750	1.000
283	11	375.864	93.591	1.000	1.372	0.729	0.957
284	5	676.900	93.700	1.000	1.553	0.644	0.909
285	11	696.318	94.409	0.887	2.173	0.460	0.846
286	4	384.000	94.000	1.000	1.000	1.000	1.000
287	2	499.500	94.000	1.000	2.000	0.500	1.000
288	3	918.500	94.500	0.809	3.000	0.333	1.000
289	13	140.115	96.115	1.000	1.159	0.863	0.897
290	4	297.000	95.000	1.000	1.000	1.000	1.000
291	10	164.700	97.000	1.000	1.327	0.753	0.909
292	6	572.500	96.000	1.000	1.500	0.667	1.000
293	8	790.000	96.000	1.000	2.000	0.500	1.000
294	8	853.375	96.375	1.000	1.229	0.814	0.941
295	7	909.500	96.500	1.000	1.596	0.626	0.875
296	10	933.700	97.000	1.000	1.327	0.753	0.909
297	12	100.000	98.000	1.000	1.000	1.000	0.857
298	13	478.962	98.115	1.000	1.450	0.690	0.897
299	13	431.808	100.731	0.697	2.615	0.382	0.743
300	1	769.500	98.500	1.000	1.000	1.000	1.000
301	6	356.500	100.000	1.000	1.500	0.667	1.000
302	1	364.500	99.500	1.000	1.000	1.000	1.000
303	6	419.000	100.500	1.000	1.500	0.667	1.000
304	2	584.500	101.000	1.000	2.000	0.500	1.000
305	4	779.000	101.000	1.000	1.000	1.000	1.000
306	4	34.000	102.000	1.000	1.000	1.000	1.000
307	10	184.500	103.000	1.000	1.551	0.645	0.909
308	5	468.900	102.300	1.000	1.553	0.644	0.909
309	11	977.591	102.864	1.000	1.372	0.729	0.957
310	4	306.000	104.000	1.000	1.000	1.000	1.000
311	8	313.375	104.625	1.000	1.229	0.814	0.941
312	8	346.625	104.625	1.000	1.229	0.814	0.941
313	1	508.500	103.500	1.000	1.000	1.000	1.000
314	4	175.000	105.000	1.000	1.000	1.000	1.000
315	8	606.375	105.375	1.000	1.229	0.814	0.941
316	5	789.900	105.300	1.000	1.553	0.644	0.909
317	5	903.700	104.900	1.000	1.553	0.644	0.909
318	2	135.000	105.500	1.000	2.000	0.500	1.000
319	12	391.000	107.000	1.000	1.000	1.000	0.857
320	6	927.000	106.500	1.000	1.500	0.667	1.000
321	6	23.500	107.000	1.000	1.500	0.667	1.000
322	4	258.000	107.000	1.000	1.000	1.000	1.000
323	9	423.500	107.500	1.000	1.000	1.000	1.000
324	4	455.000	107.000	1.000	1.000	1.000	1.000
325	4	770.000	108.000	1.000	1.000	1.000	1.000
326	14	243.000	110.000	1.000	1.319	0.758	0.933
327	6	363.500	109.000	1.000	1.500	0.667	1.000
328	7	615.500	109.500	1.000	1.596	0.626	0.875
329	18	13.389	111.833	0.808	2.313	0.432	0.837
330	4	81.000	110.000	1.000	1.000	1.000	1.000
331	13	161.038	110.885	1.000	1.450	0.690	0.897
332	4	373.000	110.000	1.000	1.000	1.000	1.000
333	4	382.000	110.000	1.000	1.000	1.000	1.000
334	4	558.000	110.000	1.000	1.000	1.000	1.000
335	6	642.000	110.500	1.000	1.500	0.667	1.000
336	4	665.000	110.000	1.000	1.000	1.000	1.000
337	6	580.000	111.500	1.000	1.500	0.667	1.000
338	11	204.591	112.864	1.000	1.372	0.729	0.957
339	4	351.000	112.000	1.000	1.000	1.000	1.000
340	6	942.500	112.000	1.000	1.500	0.667	1.000
341	3	191.500	112.500	0.967	3.000	0.333	1.000
342	6	398.500	113.000	1.000	1.500	0.667	1.000
343	4	547.000	113.000	1.000	1.000	1.000	1.000
344	8	714.375	113.625	1.000	1.229	0.814	0.941
345	13	30.500	114.500	1.000	1.735	0.576	0.929
346	1	449.500	113.500	1.000	1.000	1.000	1.000
347	1	139.500	114.500	1.000	1.000	1.000	1.000
348	10	407.800	115.300	1.000	1.559	0.641	0.909
349	15	460.233	116.433	1.000	1.435	0.697	0.882
350	6	296.500	116.000	1.000	1.500	0.667	1.000
351	5	307.300	115.900	1.000	1.553	0.644	0.909
352	14	318.000	117.357	0.993	1.344	0.744	0.824
353	1	495.500	115.500	1.000	1.000	1.000	1.000
354	8	425.375	117.375	1.000	1.229	0.814	0.941
355	1	92.500	117.500	1.000	1.000	1.000	1.000
356	4	507.000	118.000	1.000	1.000	1.000	1.000
357	4	676.000	118.000	1.000	1.000	1.000	1.000
358	6	932.000	118.500	1.000	1.500	0.667	1.000
359	14	62.214	121.000	1.000	1.020	0.981	0.933
360	9	117.500	120.500	1.000	1.000	1.000	1.000
361	1	176.500	119.500	1.000	1.000	1.000	1.000
362	6	338.000	120.500	1.000	1.500	0.667	1.000
363	8	433.625	120.375	1.000	1.229	0.814	0.941
364	6	519.500	120.000	1.000	1.500	0.667	1.000
365	1	584.500	119.500	1.000	1.000	1.000	1.000
366	11	165.591	122.136	1.000	1.372	0.729	0.957
367	1	83.500	121.500	1.000	1.000	1.000	1.000
368	2	207.000	121.500	1.000	2.000	0.500	1.000
369	6	485.500	122.000	1.000	1.500	0.667	1.000
370	4	924.000	122.000	1.000	1.000	1.000	1.000
371	10	959.000	122.700	1.000	1.384	0.723	0.909
372	2	127.500	123.000	1.000	2.000	0.500	1.000
373	4	399.000	123.000	1.000	1.000	1.000	1.000
374	12	452.000	123.500	1.000	1.333	0.750	1.000
375	9	495.500	123.500	1.000	1.000	1.000	1.000
376	13	845.731	124.269	1.000	1.370	0.730	0.929
377	4	975.000	123.000	1.000	1.000	1.000	1.000
378	1	22.500	123.500	1.000	1.000	1.000	1.000
379	1	73.500	123.500	1.000	1.000	1.000	1.000
380	15	91.900	125.567	1.000	1.295	0.772	0.857
381	7	108.500	124.500	1.000	1.596	0.626	0.875
382	4	272.000	124.000	1.000	1.000	1.000	1.000
383	6	416.500	124.000	1.000	1.500	0.667	1.000
384	4	812.000	124.000	1.000	1.000	1.000	1.000
385	14	176.000	126.214	1.000	1.125	0.889	0.933
386	16	407.125	126.500	1.000	1.262	0.792	0.889
387	9	1009.500	125.500	1.000	1.000	1.000	1.000
388	11	138.409	127.136	1.000	1.372	0.729	0.957
389	8	195.000	126.000	1.000	2.000	0.500	1.000
390	11	324.864	126.409	1.000	1.372	0.729	0.957
391	11	158.136	127.591	1.000	1.372	0.729	0.957
392	15	355.767	128.900	0.976	1.369	0.731	0.857
393	4	425.000	128.000	1.000	1.000	1.000	1.000
394	8	448.000	130.000	1.000	2.000	0.500	1.000
395	4	560.000	129.000	1.000	1.000	1.000	1.000
396	6	574.500	129.000	1.000	1.500	0.667	1.000
397	5	740.300	128.900	1.000	1.553	0.644	0.909
398	4	916.000	129.000	1.000	1.000	1.000	1.000
399	3	184.500	130.500	0.809	3.000	0.333	1.000
400	4	222.000	130.000	1.000	1.000	1.000	1.000
401	13	392.885	130.885	1.000	1.159	0.863	0.897
402	1	677.500	129.500	1.000	1.000	1.000	1.000
403	17	147.088	132.618	1.000	1.263	0.792	0.919
404	5	261.100	131.300	1.000	1.553	0.644	0.909
405	13	484.115	132.115	1.000	1.159	0.863	0.897
406	4	956.000	131.000	1.000	1.000	1.000	1.000
407	10	46.000	132.300	1.000	1.327	0.753	0.909
408	1	61.500	131.500	1.000	1.000	1.000	1.000
409	9	167.500	132.500	1.000	1.000	1.000	1.000
410	14	459.000	133.000	1.000	1.319	0.758	0.933
411	1	661.500	132.500	1.000	1.000	1.000	1.000
412	4	731.000	133.000	1.000	1.000	1.000	1.000
413	9	791.500	133.500	1.000	1.000	1.000	1.000
414	1	857.500	132.500	1.000	1.000	1.000	1.000
415	6	924.500	133.000	1.000	1.500	0.667	1.000
416	1	977.500	132.500	1.000	1.000	1.000	1.000
417	4	986.000	133.000	1.000	1.000	1.000	1.000
418	2	292.000	133.500	1.000	2.000	0.500	1.000
419	6	384.000	134.500	1.000	1.500	0.667	1.000
420	5	250.300	135.100	1.000	1.553	0.644	0.909
421	4	271.000	135.000	1.000	1.000	1.000	1.000
422	14	410.000	136.000	1.000	1.319	0.758	0.933
423	6	716.000	135.500	1.000	1.500	0.667	1.000
424	8	843.375	135.625	1.000	1.229	0.814	0.941
425	6	999.500	135.000	1.000	1.500	0.667	1.000
426	1	1007.500	134.500	1.000	1.000	1.000	1.000
427	8	12.375	136.625	1.000	1.229	0.814	0.941
428	4	110.000	136.000	1.000	1.000	1.000	1.000
429	4	232.000	136.000	1.000	1.000	1.000	1.000
430	6	550.000	136.500	1.000	1.500	0.667	1.000
431	6	91.000	137.500	1.000	1.500	0.667	1.000
432	4	357.000	137.000	1.000	1.000	1.000	1.000
433	23	120.587	139.935	0.964	1.317	0.759	0.868
434	8	500.375	138.375	1.000	1.229	0.814	0.941
435	6	139.000	139.500	1.000	1.500	0.667	1.000
436	6	175.000	139.500	1.000	1.500	0.667	1.000
437	1	331.500	139.500	1.000	1.000	1.000	1.000
438	6	243.000	141.500	1.000	1.500	0.667	1.000
439	14	393.643	141.429	1.000	1.662	0.602	0.966
440	2	877.000	140.500	1.000	2.000	0.500	1.000
441	4	383.000	142.000	1.000	1.000	1.000	1.000
442	8	400.625	142.375	1.000	1.229	0.814	0.941
443	4	461.000	142.000	1.000	1.000	1.000	1.000
444	4	581.000	142.000	1.000	1.000	1.000	1.000
445	4	49.000	143.000	1.000	1.000	1.000	1.000
446	8	64.625	143.375	1.000	1.229	0.814	0.941
447	1	82.500	142.500	1.000	1.000	1.000	1.000
448	2	350.500	143.000	1.000	2.000	0.500	1.000
449	18	420.000	144.722	1.000	1.218	0.821	0.947
450	8	772.375	143.625	1.000	1.229	0.814	0.941
451	7	835.500	143.500	1.000	1.596	0.626	0.875
452	6	998.000	143.500	1.000	1.500	0.667	1.000
453	12	111.000	145.000	1.000	1.000	1.000	0.857
454	10	129.500	145.000	1.000	1.551	0.645	0.909
455	10	147.800	144.700	1.000	1.559	0.641	0.909
456	4	511.000	144.000	1.000	1.000	1.000	1.000
457	5	17.100	145.700	1.000	1.553	0.644	0.909
458	15	268.567	145.767	1.000	1.435	0.697	0.882
459	9	359.500	145.500	1.000	1.000	1.000	1.000
460	2	707.500	145.000	1.000	2.000	0.500	1.000
461	4	928.000	145.000	1.000	1.000	1.000	1.000
462	1	967.500	144.500	1.000	1.000	1.000	1.000
463	8	194.625	146.375	1.000	1.229	0.814	0.941
464	2	477.500	146.000	1.000	2.000	0.500	1.000
465	4	717.000	146.000	1.000	1.000	1.000	1.000
466	4	952.000	146.000	1.000	1.000	1.000	1.000
467	3	290.500	146.500	0.967	3.000	0.333	1.000
468	7	439.500	147.500	1.000	1.596	0.626	0.875
469	6	588.000	147.500	1.000	1.500	0.667	1.000
470	10	807.000	147.500	1.000	1.551	0.645	0.909
471	6	895.500	147.000	1.000	1.500	0.667	1.000
472	6	93.000	148.500	1.000	1.500	0.667	1.000
473	4	178.000	148.000	1.000	1.000	1.000	1.000
474	4	235.000	148.000	1.000	1.000	1.000	1.000
475	9	339.500	148.500	1.000	1.000	1.000	1.000
476	10	501.500	149.000	1.000	1.551	0.645	0.909
477	7	882.500	148.500	1.000	1.596	0.626	0.875
478	6	918.500	148.000	1.000	1.500	0.667	1.000
479	6	40.000	149.500	1.000	1.500	0.667	1.000
480	8	224.375	149.625	1.000	1.229	0.814	0.941
481	1	157.500	149.500	1.000	1.000	1.000	1.000
482	13	389.731	150.654	0.956	1.796	0.557	0.929
483	1	765.500	149.500	1.000	1.000	1.000	1.000
484	8	103.000	151.000	1.000	2.000	0.500	1.000
485	1	374.500	150.500	1.000	1.000	1.000	1.000
486	1	456.500	150.500	1.000	1.000	1.000	1.000
487	3	467.167	150.833	1.000	1.464	0.683	0.857
488	4	82.000	152.000	1.000	1.000	1.000	1.000
489	8	355.375	152.625	1.000	1.229	0.814	0.941
490	7	614.500	152.500	1.000	1.596	0.626	0.875
491	4	241.000	153.000	1.000	1.000	1.000	1.000
492	4	576.000	153.000	1.000	1.000	1.000	1.000
493	18	998.167	155.111	0.895	1.816	0.551	0.857
494	8	63.375	154.625	1.000	1.229	0.814	0.941
495	8	130.625	154.625	1.000	1.229	0.814	0.941
496	11	149.409	155.136	1.000	1.372	0.729	0.957
497	15	423.100	154.900	1.000	1.137	0.880	0.968
