 	Area	XM	YM	Circ.	AR	Round	Solidity
53	4	152.000	24.000	1.000	1.000	1.000	1.000
54	11	355.409	24.864	1.000	1.372	0.729	0.957
55	9	439.500	24.500	1.000	1.000	1.000	1.000
56	2	31.000	24.500	1.000	2.000	0.500	1.000
57	1	95.500	24.500	1.000	1.000	1.000	1.000
58	4	374.000	25.000	1.000	1.000	1.000	1.000
59	9	628.500	25.500	1.000	1.000	1.000	1.000
60	6	721.000	25.500	1.000	1.500	0.667	1.000
61	10	67.000	26.300	1.000	1.327	0.753	0.909
62	5	930.100	26.700	1.000	1.553	0.644	0.909
63	18	226.500	29.167	1.000	1.248	0.801	0.947
64	7	56.071	30.214	0.943	1.936	0.517	0.933
65	6	341.000	29.500	1.000	1.500	0.667	1.000
66	4	1001.000	29.000	1.000	1.000	1.000	1.000
67	6	156.333	29.833	0.809	2.237	0.447	0.857
68	6	207.500	30.000	1.000	1.500	0.667	1.000
69	6	399.000	30.500	1.000	1.500	0.667	1.000
70	8	535.375	30.375	1.000	1.229	0.814	0.941
71	7	795.500	30.500	1.000	1.596	0.626	0.875
72	9	44.500	31.500	1.000	1.000	1.000	1.000
73	1	135.500	30.500	1.000	1.000	1.000	1.000
74	1	430.500	30.500	1.000	1.000	1.000	1.000
75	8	78.625	32.375	1.000	1.229	0.814	0.941
76	4	777.000	32.000	1.000	1.000	1.000	1.000
77	8	919.625	32.625	1.000	1.229	0.814	0.941
78	1	487.500	32.500	1.000	1.000	1.000	1.000
79	1	661.500	32.500	1.000	1.000	1.000	1.000
80	11	684.136	33.409	1.000	1.372	0.729	0.957
81	8	383.625	34.625	1.000	1.229	0.814	0.941
82	9	928.500	34.500	1.000	1.000	1.000	1.000
83	1	946.500	33.500	1.000	1.000	1.000	1.000
84	4	144.000	35.000	1.000	1.000	1.000	1.000
85	4	250.000	35.000	1.000	1.000	1.000	1.000
86	4	937.000	35.000	1.000	1.000	1.000	1.000
87	1	952.500	34.500	1.000	1.000	1.000	1.000
88	3	414.500	35.500	0.967	3.000	0.333	1.000
89	4	747.000	36.000	1.000	1.000	1.000	1.000
90	8	674.000	38.000	1.000	2.000	0.500	1.000
91	5	902.700	37.100	1.000	1.553	0.644	0.909
92	1	173.500	37.500	1.000	1.000	1.000	1.000
93	4	321.000	38.000	1.000	1.000	1.000	1.000
94	1	976.500	37.500	1.000	1.000	1.000	1.000
95	8	76.000	41.000	1.000	2.000	0.500	1.000
96	4	223.000	40.000	1.000	1.000	1.000	1.000
97	7	614.500	40.500	1.000	1.596	0.626	0.875
98	4	782.000	40.000	1.000	1.000	1.000	1.000
99	8	883.000	41.000	1.000	2.000	0.500	1.000
100	12	62.500	42.000	1.000	1.333	0.750	1.000
101	4	210.000	41.000	1.000	1.000	1.000	1.000
102	4	184.000	42.000	1.000	1.000	1.000	1.000
103	4	294.000	42.000	1.000	1.000	1.000	1.000
104	10	477.300	43.000	1.000	1.327	0.753	0.909
105	2	630.500	42.000	1.000	2.000	0.500	1.000
106	13	755.885	43.115	1.000	1.159	0.863	0.897
107	4	943.000	42.000	1.000	1.000	1.000	1.000
108	6	579.500	43.000	1.000	1.500	0.667	1.000
109	1	704.500	42.500	1.000	1.000	1.000	1.000
110	14	12.000	44.786	1.000	1.020	0.981	0.933
111	6	245.000	44.500	1.000	1.500	0.667	1.000
112	4	345.000	44.000	1.000	1.000	1.000	1.000
113	9	443.500	44.500	1.000	1.000	1.000	1.000
114	6	530.000	44.500	1.000	1.500	0.667	1.000
115	1	831.500	43.500	1.000	1.000	1.000	1.000
116	6	308.000	45.500	1.000	1.500	0.667	1.000
117	7	370.500	45.500	1.000	1.596	0.626	0.875
118	8	667.000	45.000	1.000	2.000	0.500	1.000
119	4	738.000	45.000	1.000	1.000	1.000	1.000
120	1	114.500	45.500	1.000	1.000	1.000	1.000
121	4	341.000	46.000	1.000	1.000	1.000	1.000
122	11	29.864	47.591	1.000	1.372	0.729	0.957
123	1	253.500	46.500	1.000	1.000	1.000	1.000
124	10	281.800	47.700	1.000	1.559	0.641	0.909
125	7	360.500	47.500	1.000	1.596	0.626	0.875
126	4	895.000	48.000	1.000	1.000	1.000	1.000
127	4	975.000	48.000	1.000	1.000	1.000	1.000
128	6	98.000	49.500	1.000	1.500	0.667	1.000
129	9	490.944	49.389	1.000	1.817	0.550	0.857
130	12	564.417	49.583	1.000	1.939	0.516	0.889
131	4	765.000	49.000	1.000	1.000	1.000	1.000
132	1	791.500	48.500	1.000	1.000	1.000	1.000
133	4	958.000	50.000	1.000	1.000	1.000	1.000
134	9	220.389	52.056	1.000	1.817	0.550	0.857
135	13	723.115	52.115	1.000	1.159	0.863	0.897
136	2	855.500	51.000	1.000	2.000	0.500	1.000
137	4	927.000	51.000	1.000	1.000	1.000	1.000
138	13	146.731	53.115	1.000	1.093	0.915	0.897
139	1	296.500	51.500	1.000	1.000	1.000	1.000
140	6	414.000	52.500	1.000	1.500	0.667	1.000
141	4	591.000	52.000	1.000	1.000	1.000	1.000
142	7	333.500	54.500	1.000	1.596	0.626	0.875
143	6	867.500	54.000	1.000	1.500	0.667	1.000
144	2	127.500	55.000	1.000	2.000	0.500	1.000
145	4	137.000	55.000	1.000	1.000	1.000	1.000
146	7	712.500	55.500	1.000	1.596	0.626	0.875
147	1	774.500	54.500	1.000	1.000	1.000	1.000
148	8	801.375	55.625	1.000	1.229	0.814	0.941
149	4	832.000	54.500	0.740	4.000	0.250	1.000
150	8	248.375	56.625	1.000	1.229	0.814	0.941
151	6	572.000	56.500	1.000	1.500	0.667	1.000
152	12	750.000	56.500	1.000	1.333	0.750	1.000
153	1	12.500	56.500	1.000	1.000	1.000	1.000
154	8	386.375	57.375	1.000	1.229	0.814	0.941
155	1	604.500	56.500	1.000	1.000	1.000	1.000
156	1	655.500	56.500	1.000	1.000	1.000	1.000
157	10	182.500	58.000	0.925	2.500	0.400	1.000
158	1	254.500	57.500	1.000	1.000	1.000	1.000
159	1	689.500	58.500	1.000	1.000	1.000	1.000
160	8	860.375	60.625	1.000	1.229	0.814	0.941
161	4	447.000	61.000	1.000	1.000	1.000	1.000
162	4	664.000	61.000	1.000	1.000	1.000	1.000
163	4	678.000	61.000	1.000	1.000	1.000	1.000
164	1	761.500	60.500	1.000	1.000	1.000	1.000
165	4	909.000	61.000	1.000	1.000	1.000	1.000
166	13	322.500	62.500	1.000	1.735	0.576	0.929
167	1	940.500	61.500	1.000	1.000	1.000	1.000
168	8	144.625	63.375	1.000	1.229	0.814	0.941
169	4	372.000	63.000	1.000	1.000	1.000	1.000
170	6	396.500	63.000	1.000	1.500	0.667	1.000
171	14	407.000	64.214	1.000	1.125	0.889	0.933
172	1	527.500	62.500	1.000	1.000	1.000	1.000
173	6	49.500	64.000	1.000	1.500	0.667	1.000
174	1	227.500	63.500	1.000	1.000	1.000	1.000
175	4	338.000	64.000	1.000	1.000	1.000	1.000
176	6	69.000	65.500	1.000	1.500	0.667	1.000
177	10	514.000	67.700	1.000	1.384	0.723	0.909
178	4	563.000	67.000	1.000	1.000	1.000	1.000
179	7	35.500	68.500	1.000	1.596	0.626	0.875
180	1	813.500	67.500	1.000	1.000	1.000	1.000
181	4	867.000	68.000	1.000	1.000	1.000	1.000
182	11	1009.500	70.500	0.509	4.360	0.229	0.688
183	6	135.500	69.000	1.000	1.500	0.667	1.000
184	4	280.000	69.000	1.000	1.000	1.000	1.000
185	1	348.500	68.500	1.000	1.000	1.000	1.000
186	11	896.864	69.409	1.000	1.372	0.729	0.957
187	8	56.625	70.375	1.000	1.229	0.814	0.941
188	1	237.500	70.500	1.000	1.000	1.000	1.000
189	10	373.700	72.000	1.000	1.327	0.753	0.909
190	8	635.375	71.375	1.000	1.229	0.814	0.941
191	1	906.500	70.500	1.000	1.000	1.000	1.000
192	1	394.500	71.500	1.000	1.000	1.000	1.000
193	4	762.000	72.000	1.000	1.000	1.000	1.000
194	1	17.500	73.500	1.000	1.000	1.000	1.000
195	4	120.000	75.000	1.000	1.000	1.000	1.000
196	6	155.500	75.000	1.000	1.500	0.667	1.000
197	6	464.000	75.500	1.000	1.500	0.667	1.000
198	6	474.000	75.500	1.000	1.500	0.667	1.000
199	4	502.000	75.000	1.000	1.000	1.000	1.000
200	4	562.000	75.000	1.000	1.000	1.000	1.000
201	4	670.000	75.000	1.000	1.000	1.000	1.000
202	6	851.000	75.500	1.000	1.500	0.667	1.000
203	6	962.000	75.500	1.000	1.500	0.667	1.000
204	5	107.700	75.700	0.764	2.749	0.364	0.769
205	8	518.375	76.375	1.000	1.229	0.814	0.941
206	6	824.000	76.500	1.000	1.500	0.667	1.000
207	4	977.000	76.000	1.000	1.000	1.000	1.000
208	4	167.000	77.000	1.000	1.000	1.000	1.000
209	6	527.500	77.000	1.000	1.500	0.667	1.000
210	6	489.000	78.500	1.000	1.500	0.667	1.000
211	1	622.500	77.500	1.000	1.000	1.000	1.000
212	1	667.500	77.500	1.000	1.000	1.000	1.000
213	4	753.000	78.000	1.000	1.000	1.000	1.000
214	11	945.591	78.864	1.000	1.372	0.729	0.957
215	4	986.000	78.000	1.000	1.000	1.000	1.000
216	4	35.000	79.000	1.000	1.000	1.000	1.000
217	6	52.000	79.500	1.000	1.500	0.667	1.000
218	4	285.000	79.000	1.000	1.000	1.000	1.000
219	1	882.500	78.500	1.000	1.000	1.000	1.000
220	1	913.500	78.500	1.000	1.000	1.000	1.000
221	1	641.500	79.500	1.000	1.000	1.000	1.000
222	1	873.500	79.500	1.000	1.000	1.000	1.000
223	1	87.500	80.500	1.000	1.000	1.000	1.000
224	1	366.500	80.500	1.000	1.000	1.000	1.000
225	8	345.625	83.375	1.000	1.229	0.814	0.941
226	6	390.500	83.000	1.000	1.500	0.667	1.000
227	4	131.000	84.000	1.000	1.000	1.000	1.000
228	8	212.625	84.375	1.000	1.229	0.814	0.941
229	11	316.136	84.591	1.000	1.372	0.729	0.957
230	1	550.500	83.500	1.000	1.000	1.000	1.000
231	1	681.500	83.500	1.000	1.000	1.000	1.000
232	1	775.500	83.500	1.000	1.000	1.000	1.000
233	1	99.500	84.500	1.000	1.000	1.000	1.000
234	9	203.500	85.500	1.000	1.000	1.000	1.000
235	1	305.500	84.500	1.000	1.000	1.000	1.000
236	4	447.000	85.000	1.000	1.000	1.000	1.000
237	6	539.500	85.000	1.000	1.500	0.667	1.000
238	4	760.000	85.000	1.000	1.000	1.000	1.000
239	8	967.625	85.375	1.000	1.229	0.814	0.941
240	1	11.500	85.500	1.000	1.000	1.000	1.000
241	1	162.500	85.500	1.000	1.000	1.000	1.000
242	9	482.056	86.389	1.000	1.817	0.550	0.857
243	6	809.000	86.500	1.000	1.500	0.667	1.000
244	12	926.417	87.417	0.967	1.939	0.516	0.889
245	8	952.625	86.375	1.000	1.229	0.814	0.941
246	1	936.500	86.500	1.000	1.000	1.000	1.000
247	4	17.000	88.000	1.000	1.000	1.000	1.000
248	1	109.500	87.500	1.000	1.000	1.000	1.000
249	11	507.409	88.864	1.000	1.372	0.729	0.957
250	7	413.500	89.500	1.000	1.596	0.626	0.875
251	6	89.500	91.000	1.000	1.500	0.667	1.000
252	2	252.000	90.500	1.000	2.000	0.500	1.000
253	10	367.000	91.500	1.000	1.551	0.645	0.909
254	4	386.000	91.000	1.000	1.000	1.000	1.000
255	6	688.500	91.000	1.000	1.500	0.667	1.000
256	2	999.500	91.000	1.000	2.000	0.500	1.000
257	12	354.000	93.000	1.000	1.000	1.000	0.857
258	8	942.625	92.625	1.000	1.229	0.814	0.941
259	1	133.500	92.500	1.000	1.000	1.000	1.000
260	6	927.000	93.500	1.000	1.500	0.667	1.000
261	1	404.500	93.500	1.000	1.000	1.000	1.000
262	6	767.000	94.500	1.000	1.500	0.667	1.000
263	6	873.500	94.000	1.000	1.500	0.667	1.000
264	6	888.000	94.500	1.000	1.500	0.667	1.000
265	12	894.500	95.000	1.000	1.333	0.750	1.000
266	4	395.000	95.000	1.000	1.000	1.000	1.000
267	1	966.500	95.500	1.000	1.000	1.000	1.000
268	1	69.500	96.500	1.000	1.000	1.000	1.000
269	1	957.500	96.500	1.000	1.000	1.000	1.000
270	4	378.000	98.000	1.000	1.000	1.000	1.000
271	6	303.000	99.500	1.000	1.500	0.667	1.000
272	4	517.000	99.000	1.000	1.000	1.000	1.000
273	6	605.500	99.000	1.000	1.500	0.667	1.000
274	9	797.500	99.500	1.000	1.000	1.000	1.000
275	6	155.500	100.000	1.000	1.500	0.667	1.000
276	1	506.500	99.500	1.000	1.000	1.000	1.000
277	4	879.000	100.000	1.000	1.000	1.000	1.000
278	4	90.000	101.000	1.000	1.000	1.000	1.000
279	6	138.500	101.000	1.000	1.500	0.667	1.000
280	11	284.591	101.864	1.000	1.372	0.729	0.957
281	1	445.500	100.500	1.000	1.000	1.000	1.000
282	12	475.750	101.250	0.883	2.000	0.500	0.889
283	18	933.000	102.500	1.000	1.362	0.734	0.947
284	1	100.500	101.500	1.000	1.000	1.000	1.000
285	1	692.500	101.500	1.000	1.000	1.000	1.000
286	4	996.000	102.000	1.000	1.000	1.000	1.000
287	6	361.500	103.000	1.000	1.500	0.667	1.000
288	1	572.500	102.500	1.000	1.000	1.000	1.000
289	1	712.500	102.500	1.000	1.000	1.000	1.000
290	8	80.375	104.625	1.000	1.229	0.814	0.941
291	14	165.500	106.000	0.838	2.354	0.425	0.875
292	4	806.000	104.000	1.000	1.000	1.000	1.000
293	13	859.885	105.885	1.000	1.159	0.863	0.897
294	1	868.500	104.500	1.000	1.000	1.000	1.000
295	14	147.429	107.643	1.000	1.662	0.602	0.966
296	1	924.500	105.500	1.000	1.000	1.000	1.000
297	1	949.500	105.500	1.000	1.000	1.000	1.000
298	17	45.971	108.206	0.985	1.856	0.539	0.850
299	8	91.000	108.000	1.000	2.000	0.500	1.000
300	1	325.500	106.500	1.000	1.000	1.000	1.000
301	12	67.833	109.167	1.000	1.651	0.606	0.889
302	13	309.885	109.115	1.000	1.159	0.863	0.897
303	13	507.115	109.115	1.000	1.159	0.863	0.897
304	4	378.000	109.000	1.000	1.000	1.000	1.000
305	6	606.000	109.500	1.000	1.500	0.667	1.000
306	1	104.500	109.500	1.000	1.000	1.000	1.000
307	4	197.000	110.000	1.000	1.000	1.000	1.000
308	6	437.000	110.500	1.000	1.500	0.667	1.000
309	4	901.000	110.000	1.000	1.000	1.000	1.000
310	4	977.000	110.000	1.000	1.000	1.000	1.000
311	4	1002.000	111.000	1.000	1.000	1.000	1.000
312	11	408.591	113.136	1.000	1.372	0.729	0.957
313	1	790.500	111.500	1.000	1.000	1.000	1.000
314	6	880.500	112.000	1.000	1.500	0.667	1.000
315	8	934.125	113.875	0.740	2.564	0.390	0.889
316	6	118.000	113.500	1.000	1.500	0.667	1.000
317	6	872.500	113.000	1.000	1.500	0.667	1.000
318	11	388.864	114.409	1.000	1.372	0.729	0.957
319	10	454.000	114.500	1.000	1.551	0.645	0.909
320	12	633.167	114.833	1.000	1.651	0.606	0.889
321	6	959.500	114.000	1.000	1.500	0.667	1.000
322	7	37.500	115.500	1.000	1.596	0.626	0.875
323	1	54.500	115.500	1.000	1.000	1.000	1.000
324	6	159.000	116.500	1.000	1.500	0.667	1.000
325	6	943.000	116.500	1.000	1.500	0.667	1.000
326	4	615.000	117.000	1.000	1.000	1.000	1.000
327	1	925.500	116.500	1.000	1.000	1.000	1.000
328	1	757.500	117.500	1.000	1.000	1.000	1.000
329	8	908.000	118.000	1.000	2.000	0.500	1.000
330	6	513.500	119.000	1.000	1.500	0.667	1.000
331	8	864.375	119.625	1.000	1.229	0.814	0.941
332	6	45.000	120.500	1.000	1.500	0.667	1.000
333	12	140.000	120.500	1.000	1.333	0.750	1.000
334	1	273.500	119.500	1.000	1.000	1.000	1.000
335	8	579.000	120.000	1.000	2.000	0.500	1.000
336	1	110.500	120.500	1.000	1.000	1.000	1.000
337	6	678.500	121.000	1.000	1.500	0.667	1.000
338	9	840.944	121.611	1.000	1.817	0.550	0.857
339	6	988.500	121.000	1.000	1.500	0.667	1.000
340	12	389.833	123.167	1.000	1.651	0.606	0.889
341	12	405.583	122.750	0.967	1.756	0.570	0.889
342	1	1001.500	121.500	1.000	1.000	1.000	1.000
343	4	1010.000	122.000	1.000	1.000	1.000	1.000
344	3	426.833	122.833	1.000	1.464	0.683	0.857
345	4	460.000	123.000	1.000	1.000	1.000	1.000
346	4	566.000	124.000	1.000	1.000	1.000	1.000
347	1	593.500	123.500	1.000	1.000	1.000	1.000
348	4	167.000	125.000	1.000	1.000	1.000	1.000
349	6	260.000	125.500	1.000	1.500	0.667	1.000
350	4	61.000	126.000	1.000	1.000	1.000	1.000
351	6	84.000	126.500	1.000	1.500	0.667	1.000
352	4	606.000	126.000	1.000	1.000	1.000	1.000
353	6	933.500	126.000	1.000	1.500	0.667	1.000
354	2	638.000	126.500	1.000	2.000	0.500	1.000
355	7	758.500	127.500	1.000	1.596	0.626	0.875
356	1	804.500	126.500	1.000	1.000	1.000	1.000
357	9	22.500	128.500	1.000	1.000	1.000	1.000
358	4	205.000	128.000	1.000	1.000	1.000	1.000
359	6	239.500	128.000	1.000	1.500	0.667	1.000
360	11	244.955	129.136	0.976	1.851	0.540	0.846
361	6	41.000	129.500	1.000	1.500	0.667	1.000
362	14	381.500	130.000	0.993	1.928	0.519	0.875
363	4	414.000	129.000	1.000	1.000	1.000	1.000
364	6	975.000	129.500	1.000	1.500	0.667	1.000
365	8	336.375	130.375	1.000	1.229	0.814	0.941
366	9	345.056	131.722	0.832	2.386	0.419	0.947
367	1	889.500	129.500	1.000	1.000	1.000	1.000
368	10	1008.500	131.000	1.000	1.551	0.645	0.909
369	6	106.500	131.000	1.000	1.500	0.667	1.000
370	4	196.000	131.000	1.000	1.000	1.000	1.000
371	4	449.000	131.000	1.000	1.000	1.000	1.000
372	6	73.500	132.000	1.000	1.500	0.667	1.000
373	1	92.500	131.500	1.000	1.000	1.000	1.000
374	7	545.500	132.500	1.000	1.596	0.626	0.875
375	8	572.375	132.375	1.000	1.229	0.814	0.941
376	8	998.000	132.000	1.000	2.000	0.500	1.000
377	8	404.375	133.375	1.000	1.229	0.814	0.941
378	1	220.500	133.500	1.000	1.000	1.000	1.000
379	8	356.750	135.500	1.000	1.554	0.644	0.800
380	11	422.591	136.864	1.000	1.372	0.729	0.957
381	6	560.500	136.000	1.000	1.500	0.667	1.000
382	4	791.000	136.000	1.000	1.000	1.000	1.000
383	4	936.000	136.000	1.000	1.000	1.000	1.000
384	4	167.000	137.000	1.000	1.000	1.000	1.000
385	1	372.500	136.500	1.000	1.000	1.000	1.000
386	8	691.375	137.375	1.000	1.229	0.814	0.941
387	12	726.000	138.000	1.000	1.000	1.000	0.857
388	4	881.000	137.000	1.000	1.000	1.000	1.000
389	8	95.000	139.000	1.000	2.000	0.500	1.000
390	8	346.625	138.375	1.000	1.229	0.814	0.941
391	4	956.000	138.000	1.000	1.000	1.000	1.000
392	6	976.500	138.000	1.000	1.500	0.667	1.000
393	4	60.000	139.000	1.000	1.000	1.000	1.000
394	15	393.100	139.900	1.000	1.137	0.880	0.968
395	4	449.000	139.000	1.000	1.000	1.000	1.000
396	7	471.500	139.500	1.000	1.596	0.626	0.875
397	1	290.500	139.500	1.000	1.000	1.000	1.000
398	1	327.500	139.500	1.000	1.000	1.000	1.000
399	4	337.000	140.000	1.000	1.000	1.000	1.000
400	16	460.438	140.812	1.000	1.392	0.718	0.889
401	8	584.000	140.000	1.000	2.000	0.500	1.000
402	4	12.000	141.000	1.000	1.000	1.000	1.000
403	8	270.625	141.625	1.000	1.229	0.814	0.941
404	1	521.500	140.500	1.000	1.000	1.000	1.000
405	15	550.433	142.233	1.000	1.435	0.697	0.882
406	6	999.000	141.500	1.000	1.500	0.667	1.000
407	4	92.000	142.000	1.000	1.000	1.000	1.000
408	4	111.000	142.000	1.000	1.000	1.000	1.000
409	6	815.500	142.000	1.000	1.500	0.667	1.000
410	1	413.500	142.500	1.000	1.000	1.000	1.000
411	6	121.000	144.500	1.000	1.500	0.667	1.000
412	6	431.500	144.000	1.000	1.500	0.667	1.000
413	4	798.000	144.000	1.000	1.000	1.000	1.000
414	8	384.000	146.000	1.000	2.000	0.500	1.000
415	6	365.500	146.000	1.000	1.500	0.667	1.000
416	4	907.000	146.000	1.000	1.000	1.000	1.000
417	4	356.000	147.000	1.000	1.000	1.000	1.000
418	4	696.000	147.000	1.000	1.000	1.000	1.000
419	1	771.500	147.500	1.000	1.000	1.000	1.000
420	4	11.000	149.000	1.000	1.000	1.000	1.000
421	4	594.000	149.000	1.000	1.000	1.000	1.000
422	4	65.000	150.000	1.000	1.000	1.000	1.000
423	4	837.000	150.000	1.000	1.000	1.000	1.000
424	4	970.000	150.000	1.000	1.000	1.000	1.000
425	13	44.346	152.038	0.922	1.911	0.523	0.839
426	10	131.000	151.500	1.000	1.551	0.645	0.909
427	11	149.864	151.591	1.000	1.372	0.729	0.957
428	4	244.000	151.000	1.000	1.000	1.000	1.000
429	1	454.500	150.500	1.000	1.000	1.000	1.000
430	3	477.500	150.500	0.967	3.000	0.333	1.000
431	8	818.625	151.375	1.000	1.229	0.814	0.941
432	4	937.000	151.000	1.000	1.000	1.000	1.000
433	4	980.000	151.000	1.000	1.000	1.000	1.000
434	4	160.000	152.000	1.000	1.000	1.000	1.000
435	10	420.800	152.700	1.000	1.559	0.641	0.909
436	12	234.917	153.750	1.000	1.281	0.780	0.857
437	6	433.000	153.500	1.000	1.500	0.667	1.000
438	5	111.900	154.700	1.000	1.553	0.644	0.909
439	1	178.500	153.500	1.000	1.000	1.000	1.000
440	10	953.000	154.500	1.000	1.551	0.645	0.909
441	9	121.500	155.500	1.000	1.000	1.000	1.000
442	7	209.500	155.500	1.000	1.596	0.626	0.875
443	8	804.625	155.375	1.000	1.229	0.814	0.941
444	1	321.500	155.500	1.000	1.000	1.000	1.000
445	8	442.625	156.625	1.000	1.229	0.814	0.941
446	1	717.500	155.500	1.000	1.000	1.000	1.000
447	6	340.000	157.500	1.000	1.500	0.667	1.000
448	1	917.500	156.500	1.000	1.000	1.000	1.000
449	2	102.500	158.000	1.000	2.000	0.500	1.000
450	20	389.250	158.650	0.838	2.057	0.486	0.870
451	1	499.500	157.500	1.000	1.000	1.000	1.000
452	1	773.500	157.500	1.000	1.000	1.000	1.000
453	4	996.000	158.000	1.000	1.000	1.000	1.000
454	8	84.625	160.375	1.000	1.229	0.814	0.941
455	17	355.618	161.088	1.000	1.263	0.792	0.919
456	12	560.417	160.750	1.000	1.756	0.570	0.889
457	4	690.000	160.000	1.000	1.000	1.000	1.000
458	6	366.000	161.500	1.000	1.500	0.667	1.000
459	4	837.000	161.000	1.000	1.000	1.000	1.000
460	8	1007.375	161.625	1.000	1.229	0.814	0.941
461	4	45.000	162.000	1.000	1.000	1.000	1.000
462	4	168.000	162.000	1.000	1.000	1.000	1.000
463	6	253.000	162.500	1.000	1.500	0.667	1.000
464	6	348.000	162.500	1.000	1.500	0.667	1.000
465	13	422.654	164.038	0.779	2.228	0.449	0.839
466	8	330.000	164.000	1.000	2.000	0.500	1.000
467	1	375.500	162.500	1.000	1.000	1.000	1.000
468	6	708.500	163.000	1.000	1.500	0.667	1.000
469	10	74.500	165.000	1.000	1.551	0.645	0.909
470	7	178.500	164.500	1.000	1.596	0.626	0.875
471	4	197.000	164.000	1.000	1.000	1.000	1.000
472	1	965.500	163.500	1.000	1.000	1.000	1.000
473	1	129.500	164.500	1.000	1.000	1.000	1.000
474	6	434.000	165.500	1.000	1.500	0.667	1.000
475	9	458.500	165.500	1.000	1.000	1.000	1.000
476	4	893.000	165.000	1.000	1.000	1.000	1.000
477	1	524.500	165.500	1.000	1.000	1.000	1.000
478	4	716.000	166.000	1.000	1.000	1.000	1.000
479	8	927.000	167.000	1.000	2.000	0.500	1.000
480	4	989.000	166.000	1.000	1.000	1.000	1.000
481	10	140.500	168.000	1.000	1.551	0.645	0.909
482	12	187.167	169.167	1.000	1.651	0.606	0.889
483	4	1000.000	168.000	1.000	1.000	1.000	1.000
484	13	84.115	169.885	1.000	1.159	0.863	0.897
485	1	160.500	168.500	1.000	1.000	1.000	1.000
486	8	206.375	169.375	1.000	1.229	0.814	0.941
487	4	217.000	169.000	1.000	1.000	1.000	1.000
488	4	244.000	169.000	1.000	1.000	1.000	1.000
489	15	413.900	170.100	1.000	1.137	0.880	0.968
490	1	855.500	168.500	1.000	1.000	1.000	1.000
491	5	774.100	170.300	1.000	1.553	0.644	0.909
492	11	45.409	172.136	1.000	1.372	0.729	0.957
493	4	1007.000	171.000	1.000	1.000	1.000	1.000
494	11	169.136	172.409	1.000	1.372	0.729	0.957
495	9	404.500	172.500	1.000	1.000	1.000	1.000
496	1	425.500	171.500	1.000	1.000	1.000	1.000
497	6	491.500	172.000	1.000	1.500	0.667	1.000
